Severity,Record Type,Source Document,Page,Organization,Date,OCR Original,LLM Resolution,Suggested Problem
Medium — inference,performer,UDC20260028-91.pdf,3,Royal Albert Hall,1919,Dame NELLIE MELBA.,name: Dame NELLIE MELBA | associated_work: Air de Lia,Vocal part not specified in program; widely known as soprano but not stated here.
Medium — inference,performer,UDC20260028-91.pdf,5,Royal Albert Hall,1919,Mr. TOM BURKE.,name: Mr. TOM BURKE | associated_work: Celeste Aida,Vocal part not specified in program; widely known as tenor but not stated here.
Medium — inference,work,UDC20260028-91.pdf,9,Royal Albert Hall,1919,Encore: Coming thro' the rye.,title: Coming thro' the rye,Encore item noted; composer not stated; likely traditional/folk.
Medium — inference,work,UDC20260028-91.pdf,10,Royal Albert Hall,1919,"(c) ""Ave Maria""",title: Ave Maria,"Composer not stated; multiple settings exist (e.g., Gounod, Schubert, etc.)."
Medium — inference,performer,UDC20260028-91.pdf,10,Royal Albert Hall,1919,"""You"" { ACCOMPANIED BY COMPOSER. } Percy Kahn",name: Percy Kahn | part_or_instrument: piano | associated_work: You,Inferred performer role (piano) from 'ACCOMPANIED BY COMPOSER.' note.
Low — informational,organization,UDC20260028-1.pdf,9,Musashino Academia Musicae,1967-68,A CONCERT of CHAMBER CHORUS,name: CHAMBER CHORUS | role: choir,Interpreting heading as the performing body 'CHAMBER CHORUS'.
Low — informational,work,UDC20260028-1.pdf,9,Musashino Academia Musicae,1967-68,Old Folk Song .....................................................Comin' through the rye,title: Comin' through the rye | composer: Old Folk Song,Composer credit printed as 'Old Folk Song'; treated as given.
Low — informational,work,UDC20260028-1.pdf,9,Musashino Academia Musicae,1967-68,Appalachian .......................................................Black is the color of my true love's hair,title: Black is the color of my true love's hair | composer: Appalachian,Composer credit printed as 'Appalachian'; treated as given.
Low — informational,performer,UDC20260028-1.pdf,9,Musashino Academia Musicae,1967-68,TETSUYA OYAKAWA,name: TETSUYA OYAKAWA | part_or_instrument: conductor,Name appears on the conductor line; treated as second conductor.
Low — informational,venue,UDC20260028-1.pdf,13,Musashino Academia Musicae,1967-68,A Concert in CELEBRATION of the COMPLETION of a NEW MOZART HALL,place: NEW MOZART HALL,Treating 'NEW MOZART HALL' mention in the heading as a venue reference; no separate line gives the hall on this page.
Low — informational,work,UDC20260028-1.pdf,21,Musashino Academia Musicae,1967-68,"Lieder by F. Schubert, J. Brahms H. Wolf, and R. Strauss",title: Lieder | composer: F. Schubert,Composers named without specific titles; treating each as a generic 'Lieder' item.
Low — informational,work,UDC20260028-1.pdf,21,Musashino Academia Musicae,1967-68,"Lieder by F. Schubert, J. Brahms H. Wolf, and R. Strauss",title: Lieder | composer: J. Brahms,Composers named without specific titles; treating each as a generic 'Lieder' item.
Low — informational,work,UDC20260028-1.pdf,21,Musashino Academia Musicae,1967-68,"Lieder by F. Schubert, J. Brahms H. Wolf, and R. Strauss",title: Lieder | composer: H. Wolf,Composers named without specific titles; treating each as a generic 'Lieder' item.
Low — informational,work,UDC20260028-1.pdf,21,Musashino Academia Musicae,1967-68,"Lieder by F. Schubert, J. Brahms H. Wolf, and R. Strauss",title: Lieder | composer: R. Strauss,Composers named without specific titles; treating each as a generic 'Lieder' item.
Low — informational,performer,UDC20260028-1.pdf,23,Musashino Academia Musicae,1967-68,"Duo Piano Concert
Hans Martin & Desbats",name: Hans Martin | part_or_instrument: piano,Assigning instrument 'piano' from 'Duo Piano Concert' heading.
Low — informational,performer,UDC20260028-1.pdf,23,Musashino Academia Musicae,1967-68,"Duo Piano Concert
Hans Martin & Desbats",name: Desbats | part_or_instrument: piano,Assigning instrument 'piano' from 'Duo Piano Concert' heading.
Low — informational,performer,UDC20260028-10.pdf,4,Melbourne Liedertafel,1893,"Flauto Piccolo -
Mr. G. Wright.",name: Mr. G. Wright. | part_or_instrument: Piccolo,Normalized 'Tamburo Piccolo' and similar Italian terms to English equivalents where applicable.
Low — informational,performer,UDC20260028-10.pdf,4,Melbourne Liedertafel,1893,"Cor Ang'ais -
Mr. F. Luttich.",name: Mr. F. Luttich. | part_or_instrument: English Horn,Normalized 'Cor Ang'ais' to 'English Horn'.
Low — informational,performer,UDC20260028-10.pdf,4,Melbourne Liedertafel,1893,"Tamburo Piccolo -
Mr. G. W. Corbett.",name: Mr. G. W. Corbett. | part_or_instrument: Snare Drum,Normalized 'Tamburo Piccolo' to 'Snare Drum'.
Low — informational,performer,UDC20260028-10.pdf,4,Melbourne Liedertafel,1893,"Cymbals / Campanetta /
Mr. A. S. Clay.",name: Mr. A. S. Clay. | part_or_instrument: Cymbals and Campanetta,'Campanetta' treated as small bells; combined as percussion assignment.
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Speed, R. D. (on leave)","name: Speed, R. D. (on leave) | part_or_instrument: First Tenor",Marked 'on leave' in the list; may not have performed.
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Robinson, H. J. (on leave)","name: Robinson, H. J. (on leave) | part_or_instrument: First Tenor",Marked 'on leave' in the list; may not have performed.
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Fletcher, S. H. (on leave)","name: Fletcher, S. H. (on leave) | part_or_instrument: First Tenor",Marked 'on leave' in the list; may not have performed.
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Whipp, A. A. (on leave)","name: Whipp, A. A. (on leave) | part_or_instrument: Second Tenor",Marked 'on leave' in the list; may not have performed.
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Waugh, R. (on leave)","name: Waugh, R. (on leave) | part_or_instrument: Second Tenor",Marked 'on leave' in the list; may not have performed.
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Garrett, H. (on leave)","name: Garrett, H. (on leave) | part_or_instrument: First Bass",Marked 'on leave' in the list; may not have performed.
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Hislop, H. (on leave)","name: Hislop, H. (on leave) | part_or_instrument: First Bass",Marked 'on leave' in the list; may not have performed.
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,Fleissner L.,name: Fleissner L. | part_or_instrument: First Bass,"May be the same individual as 'Herr Louis Fleissner' listed elsewhere, but retained as printed."
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Wilkes, K. (on leave)","name: Wilkes, K. (on leave) | part_or_instrument: Second Bass",Marked 'on leave' in the list; may not have performed.
Low — informational,performer,UDC20260028-10.pdf,5,Melbourne Liedertafel,1893,"Watkin, E. J. (on leave)","name: Watkin, E. J. (on leave) | part_or_instrument: Second Bass",Marked 'on leave' in the list; may not have performed.
Low — informational,work,UDC20260028-11.pdf,9,Melbourne Liedertafel,1893,"    (b) ""Musette""        17th Century",title: Musette | composer: 17th Century,"Composer credited as an era, not an individual"
Low — informational,work,UDC20260028-11.pdf,14,Melbourne Liedertafel,1893,GOD SAVE THE QUEEN,title: GOD SAVE THE QUEEN,No composer credited in the program
Low — informational,organization,UDC20260028-13.pdf,7,Melbourne Liedertafel,1889,Liedertafel,name: Liedertafel | role: choir,Appears to be abbreviated form of 'Metropolitan Liedertafel'.
Low — informational,work,UDC20260028-13.pdf,15,Melbourne Liedertafel,1889,"Vocal Waltz ""Blue Danube"" (By request)
(ARRANGED BY ELSASSER) Strauss","title: Vocal Waltz ""Blue Danube"" | composer: Strauss",Arranger given as Elsasser; composer listed only by surname.
Low — informational,performer,UDC20260028-14.pdf,1,Australian Youth Orchestra,1970,"TANYA HUNT, Soloist",name: TANYA HUNT | part_or_instrument: soloist | associated_work: Concerto for Cello in B flat major,Associated with the Boccherini concerto by proximity in the programme.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"First Violins:
Alan Bonds, W.A. (Leader)","name: Alan Bonds, W.A. | part_or_instrument: First Violin",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"First Violins:
Davie Stevens, N.S.W. (Deputy Leader)","name: Davie Stevens, N.S.W. | part_or_instrument: First Violin",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"Second Violins:
Joan Hair, Vic. (Principal)","name: Joan Hair, Vic. | part_or_instrument: Second Violin",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"Violas:
Keith Crellin, Qld. (Principal)","name: Keith Crellin, Qld. | part_or_instrument: Viola",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"Cellos:
Janis Laurs, S.A. (Principal)","name: Janis Laurs, S.A. | part_or_instrument: Violoncello (Cello)",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"Basses:
Stephen Martin, N.S.W. (Principal)","name: Stephen Martin, N.S.W. | part_or_instrument: Double Bass",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"French Horns:
Jerome Deakin, Vic. (Co-Principal)","name: Jerome Deakin, Vic. | part_or_instrument: Horn",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"French Horns:
Philip Smart, N.S.W. (Co-Principal)","name: Philip Smart, N.S.W. | part_or_instrument: Horn",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"Trumpets:
Alan Taylor, Vic. (Principal)","name: Alan Taylor, Vic. | part_or_instrument: Trumpet",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"Oboes:
Graham Powning, N.S.W. (Principal)","name: Graham Powning, N.S.W. | part_or_instrument: Oboe",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"Clarinets:
Gregory Blackman, N.S.W. (Principal)","name: Gregory Blackman, N.S.W. | part_or_instrument: Clarinet",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,performer,UDC20260028-14.pdf,3,Australian Youth Orchestra,1970,"Bassoons:
John Noble, N.S.W. (Principal)","name: John Noble, N.S.W. | part_or_instrument: Bassoon",Section leadership noted in source but not encoded in part_or_instrument.
Low — informational,patron,UDC20260028-14.pdf,9,Australian Youth Orchestra,1970,"The Osaka trip, sponsored jointly by the Australian Government and the Japan Association for the 1970 World Exposition, will be the orchestra's first overseas visit.",name: Australian Government | role: Sponsor,"Sponsorship refers to the Osaka trip, not specifically this Manila concert."
Low — informational,patron,UDC20260028-14.pdf,9,Australian Youth Orchestra,1970,"The Osaka trip, sponsored jointly by the Australian Government and the Japan Association for the 1970 World Exposition, will be the orchestra's first overseas visit.",name: Japan Association for the 1970 World Exposition | role: Sponsor,"Sponsorship refers to the Osaka trip, not specifically this Manila concert."
Low — informational,patron,UDC20260028-14.pdf,10,Australian Youth Orchestra,1970,The Australian Advisory Board of the Commonwealth Assistance to Australian Composers (Prime Minister's Department) kindly and generously assisted the Association with the honorarium to Mr. Sculthorpe.,name: The Australian Advisory Board of the Commonwealth Assistance to Australian Composers (Prime Minister's Department) | role: Sponsor,Interpreted “assisted the Association with the honorarium” as a sponsoring role for the commission rather than the whole concert.
Low — informational,work,UDC20260028-16.pdf,1,Madang Amateur Theatrical Society,Unknown,"ONLY AN ORPHAN GIRL
Being an oriful and elegant reconstruction of the celebrated drama by Henning Nelms",title: ONLY AN ORPHAN GIRL | composer: Henning Nelms,Henning Nelms is the playwright/author; treated here as 'composer' for schema compatibility
Low — informational,work,UDC20260028-16.pdf,2,Madang Amateur Theatrical Society,Unknown,"With The Entire Company In
""There's A Tavern In The Town""",title: There's A Tavern In The Town,Composer not indicated
Low — informational,organization,UDC20260028-16.pdf,6,Madang Amateur Theatrical Society,Unknown,"the Madang Amateur Theatrical Society in bringing to you, for the first time in Madang",name: Madang Amateur Theatrical Society | role: performing organization,Organization name differs from 'The Madang Dramatic Society' on p.1; may refer to the same group
Low — informational,date,UDC20260028-17.pdf,3,Melbourne Liedertafel,1899,"Monday Evening, 20th March, 1899","date_text: Monday Evening, 20th March, 1899","Different year also printed elsewhere (see p. 20: ""20TH MARCH, 1897"")."
Low — informational,performer,UDC20260028-17.pdf,4,Melbourne Liedertafel,1899,"HON. PIANIST
MR. G. B. FENTUM",name: MR. G. B. FENTUM | part_or_instrument: piano,"Also printed as ""Mr. C. B. Fentum"" on p. 6."
Low — informational,performer,UDC20260028-17.pdf,6,Melbourne Liedertafel,1899,"Mr. C. B. Fentum,
Hon. Pianist",name: Mr. C. B. Fentum | part_or_instrument: piano,"Also printed as ""MR. G. B. FENTUM"" on p. 4."
Low — informational,work,UDC20260028-17.pdf,10,Melbourne Liedertafel,1899,"Chorus—Soldiers and Students
(La Damnation de Faust) Berlioz",title: Soldiers and Students (La Damnation de Faust) | composer: Berlioz,"Conflicting attribution on p. 2: credited to ""Mozart"" there; used p. 10 credit ""Berlioz""."
Low — informational,work,UDC20260028-17.pdf,17,Melbourne Liedertafel,1899,Part Song—A Capstan Chorus,title: A Capstan Chorus,"Composer not printed here; composer ""Smart"" appears on p. 2 as ""A Captain Chorus""; title there differs (Captain vs Capstan)."
Low — informational,date,UDC20260028-17.pdf,20,Melbourne Liedertafel,1899,"MONDAY EVENING
20TH MARCH, 1897","date_text: 20TH MARCH, 1897","Different year also printed elsewhere (see p. 3: ""20th March, 1899"")."
Low — informational,work,UDC20260028-18.pdf,4,Musashino Academia Musicae,1973-74,M. Mussorgsky (Ravel) ............................. Tableaux d'une exposition,title: Tableaux d'une exposition | composer: M. Mussorgsky (Ravel),Arrangement indicated; treated as printed composer credit
Low — informational,performer,UDC20260028-18.pdf,11,Musashino Academia Musicae,1973-74,V. Cello ........ J. Sirc,name: J. Sirc | part_or_instrument: Violoncello,Printed abbreviation retained
Low — informational,work,UDC20260028-18.pdf,15,Musashino Academia Musicae,1973-74,"C. Monteverdi/Eri gia tutta mia, A. Scarlatti/Tu Io sai, V.Bellini/L’abbandono,
G. Sarti/Lungi dai dal caro bene, O. Respighi/Ballata,
Ikuma Dan/from“Yuzuru” Ai no aria, A. Vivaldi/Piango gemo,
G. Frescobaldi/Se l’aula spira, O. Respighi/Nebbie,
G. Caccini/Amarilli mia bella, M. Cesti/Intorno all’idol mio,
G. Händel/Ombra mai fu, G. Puccini/from “Turandt” Signore ascolta,
G. Verdi/Stornello, V. Bellini/Vaga luna, G. Pergolesi/Stizzoso mio stizzoso,
J. Brahms/Wie rafft ich mich auf. F. Mendelssohn/Auf Flügeln des Gesanges,
R. Wagner/Träume, W. A. Mozart/Sehnsucht nach den Frühlinge,
H. Wolf/Allerseelen",title: Vocal recital selections | composer: Various | movement_or_selection: See source_text list,Multiple works condensed into one record for space; see source_text for full list
Low — informational,work,UDC20260028-18.pdf,17,Musashino Academia Musicae,1973-74,"Kosaku Yamada ........................... Denwa, Uta, Machiboke, etc.",title: Denwa; Uta; Machiboke | composer: Kosaku Yamada,'etc.' indicates additional pieces not enumerated
